remoteId;published;modified;Nome;"Abstract (descrizione in breve)";Descrizione;Competenze;"Scheda della struttura";"Orario per il pubblico";Immagine;"Tipologia della Struttura";"Servizio di appartenenza";"Incarico di appartenenza";"Ufficio di appartenenza";"Struttura di appartenenza";"Area di appartenenza";Circoscrizione;"Telefono segreteria";Fax;"Indirizzo e-mail";"Indirizzo e-mail secondario";"Indirizzo e-mail certificata";Sede;Indirizzo;CAP;"Identificativo DB AS400 struttura (univoco)";"Codice identificativo della struttura AS400";"Codice del servizio (primo livello) AS400";"Codice dell'incarico (secondo livello) AS400";"Codice dell'ufficio (terzo livello) AS400";"Codice della struttura (quarto livello) AS400";"Codice altra struttura (quinto livello) AS400";"Data inizio validità";"Data fine validità";lat;lon;address
struttura45;2008-01-01T00:00:00+01:00;2019-01-09T20:05:29+01:00;Oltrefersina;"Informazioni sul 						
					                Consiglio circoscrizionale e sull'attività 
    
nella Circoscrizione.";;;;"Servizio anagrafe e certificazionilunedì, giovedì e venerdì dalle 8.00 alle 12.00, martedì dalle 8.00 alle 12.00 e dalle 14.30 alle 16.00, mercoledì dalle 8.00 alle 13.00 e dalle 14.30 alle 16.00dal 1° gennaio 2018:


lunedì 8.00 - 12.00

martedì 8.00 - 12.00  14.30 - 16.00

mercoledì 8.00 - 13.00  14.30 - 16.00

giovedì 8.00 - 12.00

venerdì 8.00 - 12.00


";;Circoscrizione;"SERVIZI DEMOGRAFICI E DECENTRAMENTO";;"Stato civile - decentramento";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 10 - Oltrefersina";0461-889870;0461-889871;circoscrizione.oltrefersina@comune.trento.it;;;"CENTRO CIVICO OLTREFERSINA - CLARINA";"VIA LA CLARINA, 2  1";38123;45;45;11;;1;10;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.051936;11.128265;"VIA LA CLARINA, 2  1 "
struttura247;2009-01-01T00:00:00+01:00;2019-01-09T20:05:30+01:00;Anagrafe;"Informazioni inerenti indirizzo, telefoni, orario per il pubblico, indirizzo e-mail, personale, posizione gps, competenze dell'ufficio Anagrafe";;;;"lunedì, martedì, mercoledì e venerdì 8.00/12.00giovedì 8.00/16.00 ";;"Altra struttura";"SERVIZI DEMOGRAFICI E DECENTRAMENTO";;"Anagrafe - elettorale";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 11 - S. Giuseppe S. Chiara";"0461-884291 0461-884292";0461-884096;ufficio.anagrafe@comune.trento.it;;;"UFFICI COMUNALI EDIFICIO ANNONA CIVICA EX ONAIRC";"PIAZZA DI FIERA, 17  ";38122;247;247;11;;2;1;;2009-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.064971;11.123015;"PIAZZA DI FIERA, 17   "
struttura39;2008-01-01T00:00:00+01:00;2019-01-09T20:05:27+01:00;Sardagna;"Informazioni sul 						
					                Consiglio circoscrizionale e sull'attività
    
 nella Circoscrizione.";;;;"Servizio anagrafe e certificazionimartedì e venerdì dalle 8.30 alle 12.00";;Circoscrizione;"SERVIZI DEMOGRAFICI E DECENTRAMENTO";;"Stato civile - decentramento";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 04 - Sardagna";0461-889770;0461-889771;circoscrizione.sardagna@comune.trento.it;;;"CENTRO CIVICO DI SARDAGNA";"VIA GEROLAMO BUCELLENI, 1  ";38123;39;39;11;;1;4;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.063313;11.097203;"VIA GEROLAMO BUCELLENI, 1   "
struttura236;2009-10-29T17:13:03+01:00;2019-01-09T20:05:29+01:00;"Stato civile";;;;;"Lunedì, Martedì, Mercoledì e Venerdì dalle 8.00 alle 12.00Giovedì dalle 8.00 alle 16.00 ";;"Altra struttura";"SERVIZI DEMOGRAFICI E DECENTRAMENTO";;"Stato civile - decentramento";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 11 - S. Giuseppe S. Chiara";"0461-884295 0461-884296";0461-884452;ufficio.statocivile@comune.trento.it;;;"UFFICI COMUNALI EDIFICIO ANNONA CIVICA EX ONAIRC";"PIAZZA DI FIERA, 17  ";38122;236;236;11;;1;13;;2009-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.064971;11.123015;"PIAZZA DI FIERA, 17   "
struttura326;2011-01-01T00:00:00+01:00;2019-01-09T20:05:43+01:00;"Area lavoro";"Diritto al lavoro per disabili L.68/99Intervento di accompagnamento all'occupabilita' (intervento 19)";" 
Segreteria amministrativa: 						
					                Endrighi Cristina
    
						
					                Chiodi Letizia
    
 riceve su appuntamento


Diritto al lavoro per disabili - Lavoratori socialmente utili


 ";"Funzioni di coordinamento, in collaborazione con gli altri Uffici, delle politiche a favore dell'inserimento lavorativo attuate dal Servizio e in particolare delle funzioni del servizio sociale inerenti al collocamento delle persone disabili;";;;;"Altra struttura";"ATTIVITA' SOCIALI";;"Servizi sociali non decentrati";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 11 - S. Giuseppe S. Chiara";0461-884466;;servizio.attivitasociali@comune.trento.it;;;"UFFICI COMUNALI EDIFICIO VIA BRONZETTI";"VIA F.LLI BRONZETTI, 1  ";38122;326;0;15;;4;4;;2011-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.059597;11.121087;"VIA F.LLI BRONZETTI, 1   "
struttura42;2008-01-01T00:00:00+01:00;2019-01-09T20:05:28+01:00;Povo;"Informazioni sul 						
					                Consiglio circoscrizionale e sull'attività
    
 nella Circoscrizione.";;;;"Servizio anagrafe e certificazionilunedì, mercoledì e venerdì dalle 8 alle 12Il  Presidente  Sergio Casetti riceve su appuntamento   tel. n. 3297188688 mail:						
					                presidente.circoscrizionepovo@comune.trento.it
    
Il Vicepresidente Luca Laner riceve su appuntamento    tel. n. 3492362486  mail: 						
					                l.laner@hotmail.com
    
";;Circoscrizione;"SERVIZI DEMOGRAFICI E DECENTRAMENTO";;"Stato civile - decentramento";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 07 - Povo";0461-889920;0461-889921;circoscrizione.povo@comune.trento.it;;;"CENTRO CIVICO DI POVO (EX ELEMENTARI)";"VIA DON T. DALLAFIOR, 5  ";38123;42;42;11;;1;7;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.064921;11.153456;"VIA DON T. DALLAFIOR, 5   "
struttura246;2009-10-29T17:13:06+01:00;2019-01-09T20:05:30+01:00;Decentramento;;;;;"Lunedì, Martedì, Mercoledì e Venerdì dalle 8.00 alle 12.00Giovedì dalle 8.00 alle 16.00 ";;"Altra struttura";"SERVIZI DEMOGRAFICI E DECENTRAMENTO";;"Stato civile - decentramento";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 11 - S. Giuseppe S. Chiara";"0461-884239 0461-884083";0461-884242;ufficio.decentramento@comune.trento.it;;;"UFFICI COMUNALI EDIFICIO ANNONA CIVICA EX ONAIRC";"PIAZZA DI FIERA, 17  ";38122;246;246;11;;1;14;;2009-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.064971;11.123015;"PIAZZA DI FIERA, 17   "
struttura355;2015-03-01T00:00:00+01:00;2019-01-24T20:05:02+01:00;"Centro musica";;"						
					                 
    
";;;"						
					                Informazioni dettagliate
    
 sulle caratteristiche del centro e su orari, tariffe e contatti";;"Altra struttura";"CULTURA, TURISMO E POLITICHE GIOVANILI";;;;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 10 - Oltrefersina";"0461 217497";;ufficio.politichegiovanili@comune.trento.it;;;"CENTRO MUSICA (PROPRIETÀ OPERA UNIVERSITARIA)";"VIA DELLA MALPENSADA, 82  A";38123;355;0;28;;;2;;2015-03-01T00:00:00+01:00;2050-12-31T00:00:00+01:00;46.045689;11.13303;"VIA DELLA MALPENSADA, 82  A "
struttura206;2009-10-30T09:55:14+01:00;2019-01-30T20:05:01+01:00;"Autoparco e Officina";"Informazioni di contatto, personale assegnato e altre informazioni utili";;;;"da lunedì a venerdì 8.30/12.00";;"Ulteriore struttura";"GESTIONE STRADE E PARCHI";;;;"AREA TECNICA E DEL TERRITORIO";"Circoscrizione n. 12 - Centro storico - Piedicastello";0461-884782;;alessandro.rodegher@comune.trento.it;;;"CANTIERE COMUNALE DI VIA MACCANI";"VIA E. MACCANI, 110  7";38121;206;206;27;;;;1;2009-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.089874;11.111923;"VIA E. MACCANI, 110  7 "
struttura455;2019-01-01T00:00:00+01:00;2019-01-31T20:05:02+01:00;"Unità operativa controllo del territorio";;;;;;;"Altra struttura";"ATTIVITA' EDILIZIA";;;;"AREA TECNICA E DEL TERRITORIO";"Circoscrizione n. 12 - Centro storico - Piedicastello";0461-884798;0461-884701;;;servizio.attivitaedilizia@pec.comune.trento.it;"TOP CENTER  - UFFICI COMUNALI (PRIVATO)";"VIA DEL BRENNERO, 312  ";38121;455;0;51;;;1;;2019-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.090683;11.117483;"VIA DEL BRENNERO, 312   "
