NOME,DESCRIZIONE,ENGLISH DESCRIPTION,CATEGORIA,LATITUDINE (es. 46.281419),LONGITUDINE (es. 11.523885),VIA,CAP,LOCALITA'/CITTA',CONTATTO NOME,CONTATTO TELEFONO,CONTATTO EMAIL,CONTATTO FAX,CONTATTO URL,ORARI,SERVIZI,PREZZI (camera singola mezza pensione),TAG 1,TAG 2,TAG 3,TAG 4,TAG AGGIUNTIVI,CAPIENZA (letti),STORIA,CURIOSITA',COME ARRIVARE,ACCESSIBILITA'
Dolomiti Chalet Family hotel ***,"Il Dolomiti Chalet Family Hotel è un albergo moderno ed accogliente sul Monte Bondone, attento al rispetto della tradizione. Dispone di centro benessere e ambienti confortevoli e curati, con incantevole vista sulle cime montane. Tutte le stanze, arredate con gusto ed attenzione, sono dotate di telefono, TV, asciugacapelli e frigobar. ","The Dolomiti Chalet Family Hotel is a modern and welcoming hotel on the Monte Bondone and pays attention to Trentino tradition. It disposes of a Wellness centre and comfortable areas with wonderful view on the peaks of the mountains. All rooms are tastefully arranges and are equipped with phone, TV, hairdryer and mini-bar.",Hotel,46.027558,11.045175,"Strada di Vason, 88",38123,Monte Bondone,,+39 0461 947158,info@dolomitichalet.it,+39 0461 948204,www.dolomitichalet.it,,,45/75 (camera doppia),,,,,Dormire,101,,,,
Monte Bondone ***,"Albergo storico rinnovato nella primavera 2013 con bar e ristorante panoramico. Ampio menù, anche con prodotti tipici della tradizione locale e i migliori vini del Trentino. Possiamo preparare pasti per celiaci, vegani, vegetariani e diabetici. Gli spazi interni ed esterni coprono una superficie di oltre 8.000 mq e godono della vista panoramica sulla città di Trento. Centro Wellness, sala giochi, palestra, campo da tennis e calcio a 5, biciclette insieme al nostro Silver Golf Simulator, uno dei più sofisticati simulatori di golf esistenti per ""tirare"" sui più bei percorsi di golf al mondo in qualsiasi stagione dell'anno, completano la nostra offerta.","Historic hotel renewed in 2013 with café and panoramic restaurant. Large menu, also whith typical products of the local tradition and the best wines of Trentino. We can prepare meals for coeliacs, vegans, vegetarians and diabetics. Inside and outside spaces cover a surface of more than 8000 square m. and have a panoramic view on the town of Trento. It has: a spa, game room, gym, tennis court, bikes and our Silver Golf Simulator, one of the most sofisticated golf simulators, which you can use to play golf on the most beautiful courses all over the world.",Hotel,46.097411,11.058246,"Via dei Falchi, 19",38123,Vaneze Monte Bondone,,+39 0461 947118,hotelmontebondone@gmail.com,+39 0461 947233,www.hotelmontebondone.it,,,60/90,,,,,Dormire,58,,,,
Zodiaco ***,"Il piccolo Residence Orizzonte e l' Hotel Zodiaco si trovano direttamente sulla piste del monte Bondone. L'Hotel è ststo rinnovato di recente e dispone di 45 stanze dotate di bagno privato, doccia, phon, TV e cassaforte. Il Residence offre 8 appartamenti nuovi e completamente equipaggiati. A disposizione dei clienti ci sono ampie aree comuni, sala ristorante luminosa e un pub. Nel Residence si trova anche un moderno wellness center. L'hotel dispone anche di una sala adibita all'animazione dei bambini.","Hotel Zodiaco and Residence Orizzonte are located directly on the slopes of the Monte Bondone. The recently renovated Hotel Zodiaco disposes of 45 room all equipped with private bathroom, shower, hairdryer, TV and safe. The Residence Orizzonte r.t.a. offers, on the other side, 8 modern and full equipped flats. At guests’ disposal there are large common rooms, cozy dining room and a pub.  A modern wellness center can be found at the Residence Orizzonte. The hotel disposes of an equipped baby room where kids can spend their time with our entertainment team.",Hotel,46.051062,11.072427,"Strada per Vaneze, 23",38123,Monte Bondone,,+39 0461 939242,info@hotelzodiacoski.it,+39 0547 82658,www.hotelzodiacoski.it,,,50/103,,,,,Dormire,84,,,,
Augustus **,"Hotel Augustus (2 stelle) è situato a 100 metri dalla partenza degli impianti di risalita, ubicato tra il lago di Garda e Trento. Dispone di 37 camere con servizi privati; inoltre di una sala per incontri e animazione, Sala TV ed Internet Wi-FI.","The hotel is placed 100 meters away from the departure of the skiing tracks and between the lake of Garda and Trento. The hotel has 37 rooms with private services; besides in a room for meetings and animation, TV room and Internet Wi-FI. ",Hotel,46.051569,11.072813,"Strada di Vaneze, 33/35",38123,Monte Bondone,,+39 0461 948030,info@augustushotel.net,+39 0461 948030,www.augustushotel.net,,,65/68 (camera doppia),,,,,Dormire,62,,,,
Vason **,"L’Hotel vi propone un ambiente in stile rifugio alpino, un clima famigliare, cordiale, con un'ottima cucina. 14 stanze, tutte con servizi, un accogliente soggiorno, sala tv, bar, ristorante, una bella zona solarium per gli appassionati  dell’abbronzatura e per chi gradisse il wellness, a pochi passi dall’hotel, vi è un centro veramente incantevole con piscina, sauna e bagno turco. Nella stessa struttura dell'hotel trovate un fornito MINIMARKET dove acquistare i prodotti tipici del nostro territorio trentino, souvenir e tabacchi.","This Hotel  proposes an alpine refuge style setting, family atmosphere, with excellent cooking. 14 guest rooms, all with bathrooms, a comfortable living room, television room, bar, restaurant, a solarium nice area for the fans and for the wellness lovers there is, in just a short walk, a very charming center with a swimming pool, sauna and a turkish bath. In the same structure you will find a very furnished MINIMARKET, where you can buy typical products of our land, souvenir and tobaccos.",Hotel,46.039487,11.057727,"Strada di Vason, 100",38123,Monte Bondone,,+39 0461 948149,hotel-vason@libero.it,+39 0461 948149,www.hotelvason.it,,,45/62,,,,,Dormire,25,,,,
Candriai Alla Posta ***,"Armoniosamente inseriti nel verde del Monte Bondone appartamenti confortevoli, dalle piacevoli linee tipiche dell'architettura locale, a dieci minuti da Trento. Sono la soluzione ideale per una vacanza quieta e rilassante. 1000 mt d'altitudine. E' bello sedersi alla sera di fronte a uno scenario di quiete, per ascoltare il silenzio, immersi nel profumo del bosco, ammirando il tramonto all'orizzonte.","Comfortable flats built following local architecture standards, just 10 minutes far from Trento, at 1000 m in the sea level. They are the ideal solution for a peaceful and quiet holiday. Here you can hear the silence and the pleasant smell of the wood while looking at the wonderful sunset. ",Residence,46.065312,11.083842,"Strada di Candriai, 29",38123,Monte Bondone,,+39 0461 947207,info@hotelcandriai.it,+39 0461 939214,www.hotelcandriai.it,,,50/75 (camera doppia) Appartamenti (7gg 2/3 letti): 300/600,,,,,Dormire,46,,,,
Malga Candriai ***,"Immerso nel verde, a stretto contatto con la natura del monte Bondone a quota 1000m, vanta una vista stupenda sulle dolomiti e la valle dell’Adige. Lontano dai rumori e dal traffico è il luogo ideale per trascorre la vostra vacanza in assoluto relax, soprattutto per famiglie con bambini che cercano luoghi tranquilli. Offre una ottima cucina tipica trentina di prodotti propri e locali e un clima famigliare unico. La sua posizione centrale permette spostamenti veloci verso le principali mete del Trentino.","The Malga Candriai is surrounded by the nature of the Monte Bondone and is locatel at 1000 m on the sea level, in a central position (you can quickly reach all main destinations in Trento). It is far from traffic and noise, therefore you can spend a very peaceful and quiet holiday, above all if you have children. We offer excellent cooking, also based on local and traditional products.",Agriturismo,46.066711,11.082013,"Strada di Candriai, 2",38123,Monte Bondone,,+39 0461947526 cell.3480451908,malgacandriai@gmail.com,+39 0461 947526,www.malgacandriai.it,,,40/44,,,,,Dormire,12,,,,
Viote,"Il Rifugio Viote vuol essere un luogo di incontro dove condividere la passione ed il rispetto per le montagne. Nella tranquillità della natura della Piana delle Viote, adiacente il Giardino Botanico Alpino, potete gustare la cucina tipica trentina, basata sui prodotti locali. Il rifugio offre un ampio parcheggio per macchine e camper. Dispone di 15 posti letto in stanze dotate di angolo lavandino e servizi in comune.","The Rifugio Viote is a meeting point for all those you share the passion and the respect towards the mountains. The refuge is surrounded by nature and is located next to the Alpine botanical garden. The cooking is typical of the area, based on local products. The refuge disposes of a large car and camper park and of 15 places in rooms equipped with washbasin and shared bathroom.",Rifugio,46.023118,11.038030,"Loc. Viote, 6",38123,Monte Bondone,,+39 0461 948033 cell.3483590494,info@rifugioviote.it,+ 39 0461 948033,www.rifugioviote.it,,,50,,,,,Dormire,18,,,,
Nevada **,"L'Hotel e Residence sono dotati di un'attrezzata palestra, solarium e sala giochi e forniamo servizio di animazione serale che prevede ciaspolade, fiaccolate, gare di bob e sci, visite in grapperia e caseifici. Le camere sono tutte dotate di bagno, doccia, servizi, telefono e televisione. Si accettano animali di piccola taglia.","The structure is endowed with an equipped gym, solarium and play area and we provide service of evening animation that foresees ciaspolate, fiaccolate, competitions of bob and ski, visits in grapperia and dairies. The rooms are all endowed with bath, shower, services, telephone and television. We accept animals of small ransom.",Hotel,46.039757,11.058471,"Strada di Vason, 61",38123,Monte Bondone,,+39 0461 948117,nevada@lorenzihotels.com,+390461 948111,www.lorenzihotels.com,,,max 60 (con prima colazione),,,,,Dormire,n.d.,,,,
Orizzonte ***,"Il piccolo Residence Orizzonte e l' Hotel Zodiaco si trovano direttamente sulla piste del monte Bondone. L'Hotel è ststo rinnovato di recente e dispone di 45 stanze dotate di bagno privato, doccia, phon, TV e cassaforte. Il Residence offre 8 appartamenti nuovi e completamente equipaggiati. A disposizione dei clienti ci sono ampie aree comuni, sala ristorante luminosa e un pub. Nel Residence si trova anche un moderno wellness center. L'hotel dispone anche di una sala adibita all'animazione dei bambini.","Hotel Zodiaco and Residence Orizzonte are located directly on the slopes of the Monte Bondone. The recently renovated Hotel Zodiaco disposes of 45 room all equipped with private bathroom, shower, hairdryer, TV and safe. The Residence Orizzonte r.t.a. offers, on the other side, 8 modern and full equipped flats. At guests’ disposal there are large common rooms, cozy dining room and a pub.  A modern wellness center can be found at the Residence Orizzonte. The hotel disposes of an equipped baby room where kids can spend their time with our entertainment team.",Residence,46.051062,11.072427,"Strada per Vaneze, 24",38123,Monte Bondone,,+39 0461 939242,info@hotelzodiacoski.it,+39 0547 82658,www.hotelzodiacoski.it,,,150/570 (3gg 2/3 letti),,,,,Dormire,n.d.,,,,
Cielo Aperto ***,"Affacciato sulle piste da sci e situato a 1650 mt. di quota, il Residence Cielo Aperto gode di una splendida vista sui monti del gruppo del Brenta. Si compone di quattro corpi adibiti ad alloggi e di un quinto cui appartengono ricevimento, piscina coperta, sauna, terrazzo solarium, sala giochi.","The Residence Cielo Aperto is situated on the Mount Bondone (Trento) at an altitude of 1.650 m. It offers a fantastic view on the Brenta Dolomites and rents well-furnished flats. This is also the ideal starting point for excursions, hikes, trips to the huts and to the historic centre of Trento.",Residence,46.037776,11.056135,Loc. Vason,38123,Monte Bondone,,+39 0461 948099,cieloaperto@geturhotel.com,+39 0461 948142,http://www.residencecieloaperto.it/hotel/index.php,,,n.d.,,,,,Dormire,n.d.,,,,
Laghetto ***,"L' Hotel Laghetto ha 35 camere, recentemente rinnovate, dotate di ogni confort (TV, telefono, asciugacapelli) e ambienti comuni accoglienti e piacevoli (Solarium, Sala lettura e TV). L'Hotel Laghetto offre ai suoi ospiti un servizio accurato e puntuale e dà la possibilità di trascorrere un soggiorno assolutamente rilassante e confortevole. Il ristorante con ottima cucina regionale e locale.","The Hotel Laghetto offers a careful and good service and give them the possibility of spending some peaceful and quiet time. It disposes of 35 bedrooms, recently renovated, equipped with all comfort (TV, phone, hairdryer) and welcoming common areas. The restaurant has an excellent regional and local cooking.",Hotel,46.001799,11.085583,"Via Bagni di Fieno, 19",38060,Garniga Terme (Tn),,+39 0461 842909,laghetto@infotrentino.net,+39 0461 840863,www.hotellaghetto.net,,,52/60,,,,,Dormire,n.d.,,,,
Miramonti ***,"Si trova in un punto strategico per quanto riguarda salutari camminate panoramiche e pedalate in mountain bike ed è quindi un ottima base di partenza per escursioni e passeggiate alle pendici del Monte Bondone. Le nostre 33 stanze, accuratamente arredate, sono dotate di balcone, servizi con box doccia, asciugacapelli, telefono e TV color. Dispone inoltre di bar, sala ristorante, pizzeria, sala soggiorno, ascensore, terrazza con solarium, giardino e parcheggio. Cucina innovativa con specialità trentine.","Tourists has the chance to choose plenty of walking tours, in the middle of conifer forests, green meadows, path and walks, along mountain tracks and natural beauties. So far, Hotel Miramonti is  the main point for trips or mountain bike trekking around Monte Bondone, Monte Stivo, and Valle dei Laghi. The hotel has lift, car parking and garden, and offers 33 spacious, comfortably, high standard furnished rooms, all with personal balcony with sitting area that looks out over the pond and the beautiful park, bath, shower, hair dryer, direct telephone line for private calls and Internet, satellite colour television, sun terrace, lounge room and bar. Innovative cooking with local typical dishes.",Hotel,46.001956,11.085328,"Via dei Bagni di Fieno, 20",38061,Garniga Terme (Tn),,+39 0461 843243,info@hotelmiramontigarnigaterme.com,+39 0461 843147,www.garnigaterme.com,,,,,,,,Dormire,n.d.,,,,
BergwanderHaus,"Quattro appartamenti, ognuno con soggiorno, cucina, camera da letto e ampio bagno, vanno aggiunte tre camere da letto, una singola e due doppie con relativi servizi. Ampi balconi in legno si affacciano su una distesa di orti coltivati e la sottostante Valle dell'Adige. Una sala è riservata per pianificare le escursioni attraverso la visione di filmati o diapositive. Tutti gli animali sono bene accetti. Si organizzano Escursioni Naturalistiche con propria Guida.","Four flats with living-room, kitchen, bedroom, gig bathroom and three other bedrooms (one single room and two double rooms). From the wooden balconies you can see the wonderful Valle dei Laghi. One common room is dedicated to the planning of excursions through short-movie or photos. All animals are welcomed. We organize excursions in the nature with our guide.",Affitta Camere,46.013535,11.084722,"Via Cà di sopra, 13",38062,Garniga Terme (Tn),,+39 347 8157588,info@smaniotto.it,,www.smaniotto.it,,,,,,,,Dormire,n.d.,,,,
Dallago Luciano,Agritur,Agritur,Agriturismo,46.003263,11.086387,"Via Lago, 9",38063,Garniga Terme (Tn),,+39 0461 842629,gdallago@alice.it,,,,,35/50 (3gg 4/6 letti),,,,,Dormire,,,,,
Malga Albi,"Malga Albi, bar-ristorante con possibilità di pernottamento è situata nella splendida conca omonima a 1265 metri d'altitudine nel comune trentino di Garniga Terme, noto per i suoi Bagni nell'erba curativi. E' una struttura accogliente con: 8 camere da letto, per un totale di 23 posti, arredate in stile alpino, una sala ristorante ampia e luminosa dove gustare prodotti locali.","Malga Albi, restaurant and café with the possibility of spending the night, is located in a wonderful valley at 1265 m on the sea level in the municipality od Garniga Terme (well known because of the healthy hay bath). It is a welcoming builging with: 8 alpine style bedrooms (a total of 23 people maximum), a wide and well-lit dining room, where you can taste local products.",Rifugio,,,Loc. Malga Albi,38064,Garniga Terme (Tn),,+39 328 8842494,info@malgaalbi.it,,www.malgaalbi.it,,,55/65,,,,,Dormire,,,,,
Piccolo Principe ****,"Questo hotel è un'oasi di relax e benessere che si specchia nelle limpide acque del lago di Lagolo, nel verde del Monte Bondone, a pochi chilometri da Trento e dal Lago di Garda. È la partenza ideale per piacevoli passeggiate, escursioni in mountain bike, arrampicate e sciate. Le 14 suite/junior suite sono arredate in legno e molto confortevoli. Nel Ristorante Antichi Sapori e nella Stube Maria, più intima e romantica, si possono gustare i piatti della tradizione locale e originali menu di stagione. C’è anche il centro wellness e beauty Le Coccole, regno del relax e del benessere. Sala giochi e parco giochi all'aperto per i bambini.","At the Piccolo Principe Suite Hotel our guests can spend their time forging new friendships, making acquaintances, and enjoying a holiday of relaxed friendship. Forget your cares and concerns; enjoy the smile of a child and the warmth of an embrace; rediscover the pleasure of the company of other people: a stay at the Piccolo Principe is also this. A new world awaits you: large suites, a Welness and Beauty centre equipped to spoil you, gastronomic suggestions for every taste and lots of care and attention.",Hotel,46.041486,11.004835,"Via Monte Bondone, 11",38072,Lagolo - Calavino,,+39 0461 564250,info@piccoloprincipehotel.it,+39 0461 561543,www.piccoloprincipehotel.it,,,90/105,,,,,Dormire,30,,,,
Lillà ***?,"L’ Hotel Lillà Superior è stato completamente ristrutturato alla fine degli anni novanta, assumendo un’elegante veste in vista del nuovo secolo; nell’ambito di tale ristrutturazione l’Hotel è stato dotato di numerose innovazioni tecnologiche mirate al risparmio energetico, al rispetto dell’ambiente e delle persone diversamente abili, senza tuttavia rinunciare ai doni del passato, attraverso la valorizzazione ed il ripristino di alcuni elementi architettonici presenti nella vecchia villa ausburgica, dalla quale è poi sorto l’Hotel.","Hotel Lillà Superior took on an elegant look for the new century when it was completely remodeled at the end of the 90’s. The hotel was updated with a wide array of innovative technology aimed at saving energy, being environmentally-friendly and handicapped accessible. Nevertheless, the gifts of the past have not been lost as a result of the improvements and restorations of some of the architectural elements present in the old Hapsburg villa, which is now the Hotel we know.",Hotel,46.098071,11.058179,"Loc. Maso Travolt, 14",38070,Terlago,,+39 0461 868027,info@hotellilla.com,+39 0461 868605,www.hotellilla.com,,,50/60 (con prima colazione),,,,,Dormire,48,,,,
Al Vecchio Mulino ***,Hotel ,Hotel,Hotel,46.076509,11.019952,"Loc. Naran, 1",38070,Vezzano,,+39 0461 864277,info@alvecchiomulinovezzano.it,+39 0461 340612,www.alvecchiomulinovezzano.it,,,60,,,,,Dormire,14,,,,
